23.5019, -5.5097
-20.9981, -15.3693
23.3448, -21.4010
-25.1733, -28.3890
5.7343, -34.1159
25.1763, -33.0945
1.7071, -16.3771
3.8538, 36.1577
-0.4783, 31.3890
21.6368, 11.4586
-9.5216, -23.6399
-12.6534, -3.8423
22.6704, -11.7878
-29.3544, 38.8914
-7.3816, 32.0656
-7.5085, 39.0494
-16.4382, 18.0530
6.1616, -12.5618
3.4036, 8.4681
21.7784, 20.9923
-6.8517, -23.5256
-15.5526, 37.8817
-26.8924, -39.7921
-5.3255, -0.6769
27.4743, -36.9203
-19.5509, 20.0440
-0.7730, 38.0770
5.7380, -23.5970
6.3423, 4.3659
-20.8318, 7.5488
26.7024, -17.5416
15.4417, 29.3462
-20.1314, -38.5754
-17.9605, 14.8537
-10.8379, 23.2996
-12.4167, -36.4353
-23.5010, -29.1096
16.9306, -6.2003
-27.7436, -17.5365
-26.1327, 11.4518
